,Lp.,Przystanek
1320,JUHASÓW 01  ,NIE
1321,JUHASÓW 02  ,NIE
1322,JULIANOWSKA 01  ,NIE
1323,JULIANOWSKA 02  ,NIE
1324,JULIANÓW 01  ,NIE
1325,JURANDA ZE SPYCHOWA 01  ,NIE
1326,JURANDA ZE SPYCHOWA 02  ,NIE
1327,JURANDA ZE SPYCHOWA 03  ,NIE
1328,JURANDA ZE SPYCHOWA-SZKOŁA 01  ,NIE
1329,JURANDA ZE SPYCHOWA-SZKOŁA 02  ,NIE
1330,JÓZEFÓW 01  ,NIE
1331,JÓZEFÓW 02  ,NIE
1332,KABATY-STP 01  ,NIE
1333,KACZEŃCÓW 01,NIE
1334,KADETÓW 01  ,NIE
1335,KADETÓW 02  ,NIE
1336,KADETÓW 04  ,NIE
1337,KADETÓW-KOŚCIÓŁ 01  ,NIE
1338,KADETÓW-KOŚCIÓŁ 02  ,NIE
1339,KAJETANY 01  ,NIE
1340,KAJETANY 02  ,NIE
1341,KAJKI 01  ,NIE
1342,KAJKI 02  ,NIE
1343,KAJKI 03  ,NIE
1344,KAJKI 04  ,NIE
1345,KALORYCZNA 01  ,NIE
1346,KALORYCZNA 02  ,NIE
1347,KAMBUD 01  ,NIE
1348,KAMBUD 02  ,NIE
1349,KAMERALNA 01  ,NIE
1350,KAMERALNA 02  ,NIE
1351,KAMIŃSKIEGO 01  ,NIE
1352,KAMIŃSKIEGO 02  ,NIE
1353,KAMPINOSKA 01  ,NIE
1354,KAMPINOSKA 01  ,NIE
1355,KAMPINOSKA 02  ,NIE
1356,KAMPINOSKA 02  ,NIE
1357,KAMYKOWA 01  ,NIE
1358,KAMYKOWA 02  ,NIE
1359,KANAŁ ŻERAŃSKI 02  ,TAK
1360,KANAŁ GOCŁAWSKI 01  ,NIE
1361,KANAŁ GOCŁAWSKI 02  ,NIE
1362,KANAŁ NOWE UJŚCIE 01  ,NIE
1363,KANAŁ NOWE UJŚCIE 02  ,NIE
1364,KANARKOWA 01  ,NIE
1365,KAPELI 01  ,NIE
1366,KAPELI 02  ,NIE
1367,KAPITULNA 01  ,NIE
1368,KAPITULNA 02  ,NIE
1369,KARCZOCHA 01  ,NIE
1370,KARCZOCHA 02  ,NIE
1371,KARCZUNKOWSKA 01  ,NIE
1372,KARCZUNKOWSKA 02  ,NIE
1373,KARCZUNKOWSKA 04  ,NIE
1374,KAROLIN 01  ,NIE
1375,KAROLIN 02  ,NIE
1376,KAROLIN 03  ,NIE
1377,KAROLIN 04  ,NIE
1378,KAROLKOWA 51  ,NIE
1379,KAROLKOWA 52  ,NIE
1380,KARTEZJUSZA 01  ,NIE
1381,KARTEZJUSZA 02  ,NIE
1382,KATOWICKA 01  ,NIE
1383,KAŁUSZYN 01,NIE
1384,KAŁUSZYN 02,NIE
1385,KAWĘCZYN POD 03  ,NIE
1386,KAWĘCZYN POD 04  ,NIE
1387,KAWĘCZYŃSKA-BAZYLIKA 01  ,NIE
1388,KAZUBÓW 01  ,NIE
1389,KAZUBÓW 02  ,NIE
1390,KICKIEGO 01  ,NIE
1391,KICKIEGO 02  ,NIE
1392,KIELECKA 01  ,NIE
1393,KIELECKA 01  ,NIE
1394,KIELECKA 02  ,NIE
1395,KIELECKA 02  ,NIE
1396,KIEPURY 01  ,NIE
1397,KIEPURY 02,NIE
1398,KIERBEDZIA 01  ,NIE
1399,KIERBEDZIA 02  ,NIE
1400,KIJOWSKA 01  ,NIE
1401,KIJOWSKA 02  ,NIE
1402,KIJOWSKA 03  ,NIE
1403,KIJOWSKA 04  ,NIE
1404,KIJOWSKA 05  ,NIE
1405,KIJOWSKA 06  ,NIE
1406,KIJOWSKA 07  ,NIE
1407,KINO BAŚŃ 01  ,NIE
1408,KINO BAŚŃ 02  ,NIE
1409,KINO BAŚŃ 04,NIE
1410,KINO FEMINA 01  ,NIE
1411,KINO FEMINA 02  ,NIE
1412,KINO FEMINA 03  ,NIE
1413,KINO FEMINA 05  ,NIE
1414,KINO FEMINA 06  ,NIE
1415,KINO FEMINA 07  ,NIE
1416,KINO FEMINA 08  ,NIE
1417,KINO FEMINA 09  ,NIE
1418,KINO FEMINA 10  ,NIE
1419,KINOWA 01  ,NIE
1420,KINOWA 02  ,NIE
1421,KINOWA 03  ,NIE
1422,KINOWA 04  ,NIE
1423,KINOWA 06  ,NIE
1424,KISIELEWSKIEGO 01  ,NIE
1425,KISIELEWSKIEGO 02  ,NIE
1426,KLAMROWA 01  ,NIE
1427,KLAMROWA 02  ,NIE
1428,KLARYSEW 01  ,NIE
1429,KLARYSEW 02  ,NIE
1430,KLARYSEWSKA 01  ,NIE
1431,KLARYSEWSKA 02  ,NIE
1432,KLASYKÓW 01  ,TAK
1433,KLASYKÓW 02  ,TAK
1434,KLASYKÓW 04  ,TAK
1435,KLASZTORNA 01  ,NIE
1436,KLASZTORNA 02  ,NIE
1437,KLAUDYN 02  ,NIE
1438,KLAUDYN 03  ,NIE
1439,KLAUDYN 04  ,NIE
1440,KLAUDYNY 01  ,NIE
1441,KLAUDYNY 02  ,NIE
1442,KLAUDYNY 03  ,NIE
1443,KLEMENSIEWICZA 01  ,NIE
1444,KLEMENSIEWICZA 02  ,TAK
1445,KLEMENSIEWICZA 03  ,TAK
1446,KLEMENSIEWICZA 04  ,TAK
1447,KLIMATYCZNA 01  ,NIE
1448,KLIMATYCZNA 02  ,NIE
1449,KLIMONTOWSKA 01  ,NIE
1450,KLIMONTOWSKA 02  ,NIE
1451,KLONOWA 52  ,NIE
1452,KLUB LIRA 02  ,NIE
1453,KOBIAŁKA 01  ,NIE
1454,KOBIAŁKA 02  ,NIE
1455,KOBIAŁKA-SZKOŁA 01  ,NIE
1456,KOBIAŁKA-SZKOŁA 02  ,NIE
1457,KŁOBUCKA 02  ,NIE
1458,KŁOBUCKA 03  ,NIE
1459,KŁOBUCKA 04  ,NIE
1460,KŁOBUCKA-HCB 01  ,NIE
1461,KŁOBUCKA-HCB 02  ,NIE
1462,KOCHANOWSKIEGO 01  ,NIE
1463,KOCHANOWSKIEGO 02  ,NIE
1464,KOŚCIELISKA 01  ,NIE
1465,KOŚCIELISKA 02  ,NIE
1466,KOŚCIELISKA 04  ,NIE
1467,KOŚCIELNA 01,NIE
1468,KOŚCIELNA 01  ,NIE
1469,KOŚCIELNA 02,NIE
1470,KOŚCIELNA 02  ,NIE
1471,KOŚCIUSZKI 01  ,NIE
1472,KOŚCIUSZKI 01  ,NIE
1473,KOŚCIUSZKI 01  ,NIE
1474,KOŚCIUSZKI 02  ,NIE
1475,KOŚCIUSZKI 02  ,NIE
1476,KOŚCIUSZKI 02  ,NIE
1477,KOŚCIUSZKI-SZKOŁA 01  ,NIE
1478,KOŚCIUSZKI-SZKOŁA 02  ,NIE
1479,KOŚCIÓŁ 01,NIE
1480,KOŚCIÓŁ 01,NIE
1481,KOŚCIÓŁ 01,NIE
1482,KOŚCIÓŁ 01  ,NIE
1483,KOŚCIÓŁ 01  ,NIE
1484,KOŚCIÓŁ 02,NIE
1485,KOŚCIÓŁ 02  ,NIE
1486,KOCJANA 01  ,NIE
1487,KOCJANA 02  ,NIE
1488,KOCJANA 04  ,NIE
1489,KOCJANA-BOCZNICA 01  ,NIE
1490,KOCJANA-BOCZNICA 02  ,NIE
1491,KOCJANA-SĄDY 01  ,NIE
1492,KOCJANA-SĄDY 02  ,NIE
1493,KOCZARGI NOWE 01  ,NIE
1494,KOCZARGI NOWE 02  ,NIE
1495,KOCZARGI STARE 01  ,NIE
1496,KOCZARGI STARE 02  ,NIE
1497,KOLARSKA 01  ,NIE
1498,KOLARSKA 02  ,NIE
1499,KOLEJKA PIASECZYŃSKA 01  ,NIE
1500,KOLEJKA PIASECZYŃSKA 02  ,NIE
1501,KOLEJOWA 01  ,NIE
1502,KOLEJOWA 01  ,NIE
1503,KOLEJOWA 01  ,NIE
1504,KOLEJOWA 02  ,NIE
1505,KOLEJOWA 02  ,NIE
1506,KOLEJOWA 02  ,NIE
1507,KOLEJOWA 03  ,NIE
1508,KOLONIA HELENÓW 01  ,NIE
1509,KOLONIA HELENÓW 02  ,NIE
1510,KOLONIA LESZNOWOLA 01  ,NIE
1511,KOLONIA LESZNOWOLA 02  ,NIE
1512,KOLONIA LESZNOWOLA 03,NIE
1513,KOLONIA SKRZESZEW 01,NIE
1514,KOLONIA SKRZESZEW 02,NIE
1515,KOLONIA WARSZAWSKA 01  ,NIE
1516,KOLONIA WARSZAWSKA 02  ,NIE
1517,KOLOROWA 02  ,NIE
1518,KOMBAJNISTÓW 01  ,NIE
1519,KOMBAJNISTÓW 02  ,NIE
1520,KOMBAJNISTÓW 04  ,NIE
1521,KOMETY 01  ,NIE
1522,KOMETY 02  ,NIE
1523,KO®MIŃSKA 01  ,NIE
1524,KOMORNICA-SZKOŁA 01,NIE
1525,KOMOROWSKA 02  ,NIE
1526,KOMOROWSKA-HOTEL 02  ,NIE
1527,KONARSKIEGO 01  ,NIE
1528,KONARSKIEGO 02  ,NIE
1529,KONCERTOWA 01  ,NIE
1530,KONCERTOWA 02  ,NIE
1531,KONDRATOWICZA 01  ,NIE
1532,KONDRATOWICZA 02  ,NIE
1533,KONDRATOWICZA 03  ,NIE
1534,KONDRATOWICZA 04  ,NIE
1535,KONDRATOWICZA 05  ,NIE
1536,KONDUKTORSKA 01  ,NIE
1537,KONDUKTORSKA 02  ,NIE
1538,KONIK NOWY 01  ,NIE
1539,KONIK NOWY 02  ,NIE
1540,KONIK STARY 01  ,NIE
1541,KONIK STARY 02  ,NIE
1542,KONOPACKA 01  ,NIE
1543,KONOPACKA 02  ,NIE
1544,KONSTRUKTORSKA 01  ,NIE
1545,KONSTRUKTORSKA 02  ,NIE
1546,KONSTRUKTORSKA 03  ,NIE
1547,KONSTRUKTORSKA 04  ,NIE
1548,KONWALIOWA 01  ,TAK
1549,KONWALIOWA 02  ,TAK
1550,KONWIKTORSKA 02  ,NIE
1551,KONWIKTORSKA 03  ,NIE
1552,KONWIKTORSKA 04  ,NIE
1553,KOŁO 01  ,NIE
1554,KOŁO 02  ,NIE
1555,KOŁO 03  ,NIE
1556,KOŁO 04  ,NIE
1557,KOŁO 05  ,NIE
1558,KOŁO 06  ,NIE
1559,KOŁO 07  ,NIE
1560,KOŁO 08  ,NIE
1561,KOŁO 09  ,NIE
1562,KOŁOBRZESKA 01  ,NIE
1563,KOŁOBRZESKA 02  ,NIE
1564,KOŁOWA 01  ,NIE
1565,KOŁOWA 02  ,NIE
1566,KOŁOWA 04  ,NIE
1567,KOPCIŃSKIEGO 01  ,NIE
1568,KOPCIŃSKIEGO 02  ,NIE
1569,KOPIJNIKÓW 01  ,NIE
1570,KOPIJNIKÓW 02  ,NIE
1571,KOPRKI 01  ,NIE
1572,KORALOWYCH DĘBÓW 01,NIE
1573,KORALOWYCH DĘBÓW 02,NIE
1574,KORCZAKA 01  ,NIE
1575,KORCZAKA 02  ,NIE
1576,KORDIANA 01  ,NIE
1577,KORDIANA 02  ,NIE
1578,KORKOWA-CMENTARZ 02  ,NIE
1579,KOROTYŃSKIEGO 01  ,NIE
1580,KOROTYŃSKIEGO 02  ,NIE
1581,KOROTYŃSKIEGO 03  ,NIE
1582,KOROTYŃSKIEGO 04  ,NIE
1583,KORSAKA 01  ,NIE
1584,KORSAKA 02  ,NIE
1585,KOSAĆCOWA 01  ,NIE
1586,KOSAĆCOWA 02  ,NIE
1587,KOSIARZY 01  ,NIE
1588,KOSIARZY 02  ,NIE
1589,KOŃSKI JAR 02  ,NIE
1590,KOSODRZEWINY 01  ,NIE
1591,KOSTOWIEC 01  ,NIE
1592,KOSTRZEWSKIEGO 01  ,NIE
1593,KOSTRZEWSKIEGO 02  ,NIE
1594,KOSÓW 01  ,NIE
1595,KOSZYKOWA 01  ,NIE
1596,KOSZYKOWA 02  ,NIE
1597,KOSZYKOWA 03  ,NIE
1598,KOSZYKOWA 04  ,NIE
1599,KOŁŁĄTAJA 01  ,NIE
1600,KOŁŁĄTAJA 02  ,NIE
1601,KOTLINY 01  ,NIE
1602,KOTLINY 02  ,NIE
1603,ŁĄKOWA 01  ,NIE
1604,ŁĄKOWA 02  ,NIE
1605,KOWIEŃSKA 01  ,NIE
1606,KOWIEŃSKA 02  ,NIE
1607,KOZIELSKA 01  ,NIE
1608,KOZIELSKA 02  ,NIE
1609,KĘPA OKRZEWSKA 01  ,NIE
1610,KĘPA OKRZEWSKA 02  ,NIE
1611,KĘPA OKRZEWSKA-CMENTARZ 01  ,NIE
1612,KĘPA ZAWADOWSKA 01  ,NIE
1613,KĄPIELOWA 01  ,NIE
1614,KĄPIELOWA 02  ,NIE
1615,KRAJEWSKIEGO 51  ,NIE
1616,KRAJEWSKIEGO 52  ,NIE
1617,KRAKOWIAKÓW 01  ,NIE
1618,KRAKOWIAKÓW 02  ,NIE
1619,KRAKOWIAKÓW 03  ,NIE
1620,KRAKOWIAKÓW 04  ,NIE
1621,KRAKOWIAKÓW 05  ,NIE
1622,KRAKOWIANY 01  ,NIE
1623,KRAKUSA 01  ,NIE
1624,KRAKUSA 02  ,NIE
1625,KRAŚNICKA 02  ,NIE
1626,KRASICKIEGO 01,NIE
1627,KRASICKIEGO 02,NIE
1628,KRASZEWSKIEGO 01,NIE
1629,KRÓLEWSKA 01  ,NIE
1630,KRÓLEWSKA 02  ,NIE
1631,KRÓLEWSKA 03  ,NIE
1632,KRÓLEWSKA 04  ,NIE
1633,KRÓLEWSKA 05  ,NIE
1634,KRÓLEWSKA 06  ,NIE
1635,KRÓLIKARNIA 01  ,NIE
1636,KRÓLIKARNIA 02  ,NIE
1637,KRÓLIKARNIA 03  ,NIE
1638,KRÓLIKARNIA 04  ,NIE
1639,KRÓLIKARNIA 05  ,NIE
1640,KRÓLIKARNIA 06  ,NIE
1641,KRÓLIKARNIA 08  ,NIE
1642,KRÓLOWEJ MARYSIEŃKI 01  ,NIE
1643,KRÓLOWEJ MARYSIEŃKI 01  ,NIE
1644,KRÓLOWEJ MARYSIEŃKI 02  ,NIE
1645,KRÓLOWEJ MARYSIEŃKI 02  ,NIE
1646,KROKUSÓW 01  ,NIE
1647,KROKUSÓW 02  ,NIE
1648,KRÓTKA 01  ,NIE
1649,KRÓTKA 02  ,NIE
1650,KRUBIN 01,NIE
1651,KRUBIN 02,NIE
1652,KRUCZA 01  ,TAK
1653,KRUCZA 02  ,NIE
1654,KRUCZA 03  ,TAK
1655,KRYNICZNA 01  ,NIE
1656,KRYNICZNA 02  ,NIE
1657,KRYNOLINY 01  ,NIE
1658,KRYNOLINY 02  ,NIE
1659,KRZESIWA 02  ,NIE
1660,KRZEWNA 01  ,NIE
1661,KRZYŻANOWSKIEGO 01  ,NIE
1662,KRZYŻANOWSKIEGO 02  ,NIE
1663,KRZYWA 01  ,NIE
1664,KRZYWA 02  ,NIE
1665,KSAWERÓW 01  ,NIE
1666,KSAWERÓW 02  ,NIE
1667,KS.BOGUCKIEGO 52,NIE
1668,KS.CHROŚCICKIEGO 01  ,NIE
1669,KS.CZARTORYSKIEJ 01  ,NIE
1670,KS.CZARTORYSKIEJ 02  ,NIE
1671,KSIĄŻĘCA 01  ,NIE
1672,KSIĄŻĘCA 02  ,NIE
1673,KSIĄŻĘCA 04  ,NIE
1674,KSIĘCIA BOLESŁAWA 01  ,NIE
1675,KSIĘCIA BOLESŁAWA 02  ,NIE
1676,KSIĘCIA ZIEMOWITA 01  ,NIE
1677,KSIĘŻNEJ ANNY 01  ,NIE
1678,KSIĘŻNEJ ANNY 02  ,NIE
1679,KSIĘŻNEJ ANNY 03  ,NIE
1680,KSIĄŻĄT MAZOWIECKICH 01  ,NIE
1681,KSIĄŻĄT MAZOWIECKICH 02  ,NIE
1682,KSIĘŻYCOWA 01  ,NIE
1683,KSIĘŻYCOWA 02  ,NIE
1684,KS.MALINOWSKIEGO 01  ,NIE
1685,KS.MALINOWSKIEGO 02  ,NIE
1686,KS POLONEZ 03  ,NIE
1687,KS POLONIA 01  ,NIE
1688,KS POLONIA 02  ,NIE
1689,KS.POPIEŁUSZKI 01  ,NIE
1690,KS.POPIEŁUSZKI 02  ,NIE
1691,KS.POPIEŁUSZKI 03  ,NIE
1692,KS.POPIEŁUSZKI 04  ,NIE
1693,KS.POPIEŁUSZKI 05  ,NIE
1694,KS.POPIEŁUSZKI 06  ,NIE
1695,KS.SITNIKA 01  ,NIE
1696,KS.SITNIKA 02  ,NIE
1697,KS.SKORUPKI 01  ,NIE
1698,KS.SKORUPKI 01  ,NIE
1699,KS.SKORUPKI 02  ,NIE
1700,KS.SKORUPKI 02  ,NIE
1701,KS.SŁOJEWSKIEGO 01,NIE
1702,KS.SŁOJEWSKIEGO 02,NIE
1703,KS.SZULCZYKA 01  ,NIE
1704,KS.SZULCZYKA 02  ,NIE
1705,KĄTY GRODZISKIE 01  ,NIE
1706,KĄTY GRODZISKIE 02  ,NIE
1707,KĄTY GRODZISKIE 03  ,NIE
1708,KĄTY GRODZISKIE 04  ,NIE
1709,KĄTY GRODZISKIE-OSIEDLE 01  ,NIE
1710,KĄTY GRODZISKIE-OSIEDLE 02  ,NIE
1711,KULESZÓWKA 01  ,NIE
1712,KULESZÓWKA 02  ,NIE
1713,KU®NICY KOŁŁĄTAJOWSKIEJ 01  ,NIE
1714,KU®NICY KOŁŁĄTAJOWSKIEJ 02  ,NIE
1715,KUPIECKA 01  ,NIE
1716,KUSOCIŃSKIEGO 01  ,NIE
1717,KUSOCIŃSKIEGO 02  ,NIE
1718,KWATERY GŁÓWNEJ 01  ,NIE
1719,KWATERY GŁÓWNEJ 02  ,NIE
1720,KWIATOWA 01,NIE
1721,KWIATOWA 02,NIE
1722,KWIATOWA 02  ,NIE
1723,KWIATÓW POLNYCH 01  ,NIE
1724,KWIATÓW POLNYCH 02  ,NIE
1725,KWIRYNÓW 01  ,NIE
1726,KWIRYNÓW 02  ,NIE
1727,KWITNĄCA 01  ,NIE
1728,KWITNĄCA 02  ,NIE
1729,KWITNĄCA 03  ,NIE
1730,KWITNĄCA 04  ,NIE
1731,KWITNĄCEJ AKACJI 01  ,NIE
1732,KWITNĄCEJ AKACJI 02  ,NIE
1733,LALKI 01  ,NIE
1734,LALKI 02  ,NIE
1735,LALKI 03  ,NIE
1736,LAMINA 01  ,NIE
1737,LAMINA 02  ,NIE
1738,LAMINA 03  ,NIE
1739,LAMINA 04  ,NIE
1740,LANCIEGO 01  ,NIE
1741,LANCIEGO 02  ,NIE
1742,LANCIEGO 03  ,NIE
1743,LANGIEWICZA 01  ,NIE
1744,LANGIEWICZA 02  ,NIE
1745,LANGIEWICZA 03  ,NIE
1746,LAS BIELAŃSKI 02  ,NIE
1747,LASEK NA KOLE 01  ,NIE
1748,LASEK NA KOLE 02  ,NIE
1749,LATCHORZEW 01  ,NIE
1750,LATCHORZEW 02  ,NIE
1751,LATOSZKI 01  ,NIE
1752,LATOSZKI 02  ,NIE
1753,LAWINOWA 01  ,NIE
1754,LAWINOWA 02  ,NIE
1755,LEŻAJSKA 01  ,NIE
1756,LEŻAJSKA 02  ,NIE
1757,LEBIODOWA 01  ,NIE
1758,LEBIODOWA 02  ,NIE
1759,LEGIA-STADION 01  ,NIE
1760,LEGIA-STADION 02  ,NIE
1761,LEGIA-STADION 03  ,NIE
1762,LEGIONOWA 01  ,NIE
1763,LEGIONOWA 02  ,NIE
1764,LEGIONOWO 01  ,NIE
1765,LEGIONOWO 02  ,NIE
1766,LEGIONOWO PIASKI 01  ,NIE
1767,LEGIONOWO PIASKI 02  ,NIE
1768,LEGIONÓW 01  ,NIE
1769,LEKTYKARSKA 03  ,NIE
1770,LEKTYKARSKA 04  ,NIE
1771,LELEWELA 01  ,NIE
1772,LELEWELA 02  ,NIE
1773,LEŚNA 01  ,NIE
1774,LEŚNA 01  ,NIE
1775,LEŚNA 02  ,NIE
1776,LEŚNEJ POLANKI 01  ,TAK
1777,LEŚNEJ POLANKI 02  ,TAK
1778,LEŚNICZÓWKA 01  ,NIE
1779,LERCHA 01  ,NIE
1780,LERCHA 02  ,NIE
1781,LESZCZYNKA 01  ,NIE
1782,LESZCZYNKA 02  ,NIE
1783,LESZKA BIAŁEGO 01  ,NIE
1784,LESZNO 01  ,NIE
1785,LESZNO 02  ,NIE
1786,LESZNO 02  ,NIE
1787,LESZNO-GS 01  ,NIE
1788,LESZNO-GS 02  ,NIE
1789,LESZNOWOLA 01  ,NIE
1790,LESZNOWOLA 02  ,NIE
1791,LESZNOWOLA-POLE 01  ,NIE
1792,LESZNOWOLA-POLE 02  ,NIE
1793,LEWANDÓW 01  ,NIE
1794,LEWANDÓW 02  ,NIE
1795,LEWINOWSKA 01  ,NIE
1796,LEWINOWSKA 02  ,NIE
1797,LIMANOWSKIEGO 01  ,NIE
1798,LIMANOWSKIEGO 02  ,NIE
1799,LIMBY 01  ,NIE
1800,LIMBY 02  ,NIE
1801,LINDLEYA 01  ,NIE
1802,LINDLEYA 02  ,NIE
1803,LIPKÓW 01  ,NIE
1804,LIPKÓW 02  ,NIE
1805,LIPKÓW-MUZEUM 51  ,NIE
1806,LIPKÓW-MUZEUM 52  ,NIE
1807,LIPOWA 01,NIE
1808,LIPOWA 02,NIE
1809,LIPOWA 02  ,NIE
1810,LIPOWA 02  ,NIE
1811,LIPOWCZANA 01  ,NIE
1812,LIPOWCZANA 02  ,NIE
1813,LIPOWO 01  ,NIE
1814,LIPOWO 02  ,NIE
1815,LIPY 01  ,NIE
1816,LIPY 02  ,NIE
1817,LISTONOSZY 01  ,NIE
1818,LISTONOSZY 02  ,NIE
1819,LITEWSKA 02  ,NIE
1820,ŚLIWICE 01  ,NIE
1821,ŚLIWICE 02  ,NIE
1822,ŚLIWICE 03  ,NIE
1823,ŚLIWICE 04  ,NIE
1824,LNIANA 01  ,NIE
1825,LNIANA 02  ,NIE
1826,LOKAJSKIEGO 02  ,NIE
1827,LOKAJSKIEGO 03  ,NIE
1828,LOKALNA 01,NIE
1829,LOKALNA 02,NIE
1830,LUBELSKA 01  ,NIE
1831,LUBELSKA 02  ,NIE
1832,LUBELSKA 03  ,NIE
1833,LUBELSKA 04  ,NIE
1834,LUBELSKA 06  ,NIE
1835,LUBICZÓW 01  ,NIE
1836,LUBICZÓW 02  ,NIE
1837,LUCERNY 01  ,NIE
1838,LUCERNY 02  ,NIE
1839,LUCERNY 03  ,NIE
1840,LUCERNY 04  ,NIE
1841,LUTOSŁAWSKIEGO 01  ,NIE
1842,LWOWSKA 01  ,NIE
1843,LWOWSKA 02  ,NIE
1844,MACIERZANKI 02  ,NIE
1845,MAŁCUŻYŃSKIEGO 01  ,NIE
1846,MAŁCUŻYŃSKIEGO 02  ,NIE
1847,MADALIŃSKIEGO 01  ,NIE
1848,MADALIŃSKIEGO 02  ,NIE
1849,MADALIŃSKIEGO 03  ,NIE
1850,MADALIŃSKIEGO 04  ,NIE
1851,MADALIŃSKIEGO-SZPITAL 01  ,NIE
1852,MADALIŃSKIEGO-SZPITAL 02  ,NIE
1853,MADALIŃSKIEGO-SZPITAL 03  ,NIE
1854,MADALIŃSKIEGO-SZPITAL 04  ,NIE
1855,MAŁEGO RYCERZA 01  ,NIE
1856,MAŁEGO RYCERZA 02  ,NIE
1857,MAŁEJ BRZOZY 01  ,NIE
1858,MAŁEJ BRZOZY 02  ,NIE
1859,MAŁEJ ŁĄKI 01  ,NIE
1860,MAŁEJ ŁĄKI 04  ,NIE
1861,MAŁE SIEKIERKI 01  ,NIE
1862,MAŁE SIEKIERKI 02  ,NIE
1863,MAGDALENKA 01  ,NIE
1864,MAGDALENKA 02  ,NIE
1865,MAGELLANA 01  ,NIE
1866,MAGELLANA 02  ,NIE
1867,MAGIERA 01  ,NIE
1868,MAGIERA 02  ,NIE
1869,MAGISTRACKA 01  ,NIE
1870,MAGISTRACKA 02  ,NIE
1871,MAGNOLII 01  ,NIE
1872,MAGNOLII 02  ,NIE
1873,MAJAKOWSKIEGO 01  ,NIE
1874,MAJAKOWSKIEGO 02  ,NIE
1875,MAJAKOWSKIEGO 03  ,NIE
1876,MAJAKOWSKIEGO 04  ,NIE
1877,MAJDAN 01  ,NIE
1878,MAJDAN 02  ,NIE
1879,MAJDAN 03  ,NIE
1880,MAJDAN-STACJA PALIW 01  ,NIE
1881,MAJDAN-STACJA PALIW 02  ,NIE
1882,MAJERANKOWA 01  ,NIE
1883,MAJERANKOWA 02  ,NIE
1884,MAŃKI-WOJDY 01  ,NIE
1885,MAŃKI-WOJDY 02  ,NIE
1886,MAŃKI-WOJDY 04  ,NIE
1887,MAKLAKIEWICZA 01  ,NIE
1888,MAKLAKIEWICZA 02  ,NIE
1889,MAKOLĄGWY 01  ,NIE
1890,MAKOLĄGWY 02  ,NIE
1891,MAŃKOWSKA 01  ,NIE
1892,MAŃKOWSKA 02  ,NIE
1893,MALBORSKA 01  ,NIE
1894,MALBORSKA 02  ,NIE
1895,MALCANÓW-BOOS 01  ,NIE
1896,MALCANÓW-BOOS 02  ,NIE
1897,MALCZEWSKIEGO 01  ,NIE
1898,MALCZEWSKIEGO 02  ,NIE
1899,MALCZEWSKIEGO 04  ,NIE
1900,MALCZEWSKIEGO 05  ,NIE
1901,MALCZEWSKIEGO 06  ,NIE
1902,MALINOWA 01  ,NIE
1903,MALINOWA 02  ,NIE
1904,MALINOWA 04  ,NIE
1905,MALINOWSKIEGO 01  ,NIE
1906,MALINOWSKIEGO 02  ,NIE
1907,MANDARYNKI 01  ,NIE
1908,MANDARYNKI 02  ,NIE
1909,MANGALIA 01  ,NIE
1910,MANGALIA 02  ,NIE
1911,MARCELIN 01  ,TAK
1912,MARCELIN 02  ,TAK
1913,MARCELIN 03  ,TAK
1914,MARCINKI 01  ,NIE
1915,MARCINKI 02  ,NIE
1916,MARIENSZTAT 01  ,NIE
1917,MARIENSZTAT 03  ,NIE
1918,MARIEW 01  ,NIE
1919,MARKOWSKA 01  ,NIE
1920,MARKOWSKA 02  ,NIE
1921,MARKOWSKIEGO 01  ,NIE
1922,MARKOWSKIEGO 02  ,NIE
1923,MARMUROWA 01  ,NIE
1924,MARMUROWA 02  ,NIE
1925,MARSA-LAS 01  ,NIE
1926,MARSA-LAS 02  ,NIE
1927,MARSZAŁKOWSKA 01  ,NIE
1928,MARSZAŁKOWSKA 02  ,NIE
1929,MARYMONT-POTOK 01  ,NIE
1930,MARYMONT-POTOK 06  ,NIE
1931,MARYNIN 01  ,NIE
1932,MARYNIN 02  ,NIE
1933,MARYNIN 03  ,NIE
1934,MARYNIN 04  ,NIE
1935,MARYSIN 01  ,NIE
1936,MARYSIN 01  ,NIE
1937,MARYSIN 02  ,NIE
1938,MARYSIN 02  ,NIE
1939,MARYSIN 03  ,NIE
1940,MARYSIN 04  ,NIE
1941,MARYSIN 05  ,NIE
1942,MASZEWSKA 01  ,NIE
1943,MASZEWSKA 02  ,NIE
1944,MASZYNOWA 01  ,NIE
1945,MATUSZEWSKA 01  ,NIE
1946,MATUSZEWSKA 02  ,NIE
1947,MAŁYCH DĘBÓW 01  ,NIE
1948,MAŁYCH DĘBÓW 02  ,NIE
1949,MAZURSKA 02  ,NIE
1950,MEGASAM 01  ,NIE
1951,MEGASAM 02  ,NIE
1952,MEHOFFERA 01  ,TAK
1953,MEHOFFERA 02  ,TAK
1954,MEHOFFERA 03  ,TAK
1955,MEHOFFERA 04  ,TAK
1956,MEISSNERA 01  ,NIE
1957,MEISSNERA 02  ,NIE
1958,MEISSNERA 03  ,NIE
1959,MEISSNERA 04  ,NIE
1960,MEKSYKAŃSKA 01  ,NIE
1961,MEKSYKAŃSKA 02  ,NIE
1962,MELCERA 01  ,NIE
1963,MELCERA 02  ,NIE
1964,MENNICA 01  ,NIE
1965,MENNICA 02  ,NIE
1966,MENNICA 03  ,NIE
1967,MENNICA 04  ,NIE
