,Lp.,Przystanek
3878,STARA MIŁOSNA 02  ,NIE
3879,STARA MIŁOSNA 03  ,NIE
3880,STARA WIEŚ 01  ,NIE
3881,STARE BEMOWO 01  ,NIE
3882,STARE BEMOWO 02  ,NIE
3883,STARE BEMOWO 05  ,NIE
3884,STARE BEMOWO 06  ,NIE
3885,STARE BEMOWO 07  ,NIE
3886,STARE KABATY 01  ,NIE
3887,STARE MIASTO 01  ,NIE
3888,STARE MIASTO 02  ,NIE
3889,STARODĘBY 01  ,NIE
3890,STARODĘBY 02  ,NIE
3891,STARODĘBY 04  ,NIE
3892,STAROSTWO 01  ,NIE
3893,STAROSTWO 02  ,NIE
3894,STAROSTWO POWIATOWE 01  ,NIE
3895,STAROWIEJSKA 01  ,NIE
3896,STAROWIEJSKA 02  ,NIE
3897,STARY SĘKOCIN 01  ,NIE
3898,STARY SĘKOCIN 02  ,NIE
3899,STARZYŃSKIEGO 01  ,NIE
3900,STARZYŃSKIEGO 02  ,NIE
3901,STASZICA 01  ,NIE
3902,STASZICA 02  ,NIE
3903,STATKOWSKIEGO 01  ,NIE
3904,STATKOWSKIEGO 02  ,NIE
3905,STATKOWSKIEGO 04  ,NIE
3906,STAWKI 01  ,NIE
3907,STAWKI 02  ,NIE
3908,STAWKI 03  ,NIE
3909,STAWKI 04  ,NIE
3910,STAWKI 05  ,NIE
3911,STAWKI 06  ,NIE
3912,STEFANA BATOREGO 01  ,NIE
3913,STEFANA BATOREGO 02  ,NIE
3914,STEFANIKA 01  ,TAK
3915,STEFANIKA 02  ,TAK
3916,STEFANÓWKA 01  ,NIE
3917,STEFANÓWKA 02  ,NIE
3918,STEGNY 01  ,NIE
3919,STEGNY 02  ,NIE
3920,STEGNY 03  ,NIE
3921,STEGNY 05  ,NIE
3922,STERNICZA 01  ,NIE
3923,STERNICZA 02  ,NIE
3924,STOCER 01  ,NIE
3925,STOCER 03  ,NIE
3926,STOICKA 01  ,NIE
3927,STOICKA 02  ,NIE
3928,STOKROTKI 01  ,NIE
3929,STOKROTKI 02  ,NIE
3930,STOLBUD 01  ,NIE
3931,STOLBUD 02  ,NIE
3932,STĘPIŃSKA 01  ,NIE
3933,STĘPIŃSKA 02  ,NIE
3934,STRAŻACKA 01  ,NIE
3935,STRAŻACKA 02  ,NIE
3936,STRAŻACKA 03  ,NIE
3937,STRAŻACKA 04  ,NIE
3938,STRAŻACKA-MAGAZYNY 01  ,NIE
3939,STRAŻACKA-MAGAZYNY 02  ,NIE
3940,STRĄKOWA 01  ,NIE
3941,STRUŻAŃSKA 01  ,NIE
3942,STRUGA 01  ,NIE
3943,STRUGA 02  ,NIE
3944,STRUGA 04  ,NIE
3945,STRUMYKOWA 01  ,NIE
3946,STRUMYKOWA 01  ,TAK
3947,STRUMYKOWA 02  ,NIE
3948,STRUMYKOWA 02  ,TAK
3949,STRUSIA 01  ,NIE
3950,STRYJEŃSKICH 01  ,NIE
3951,STRYJEŃSKICH 02  ,NIE
3952,STRYJEŃSKICH 03  ,NIE
3953,STRYJEŃSKICH 04  ,NIE
3954,STRZELECKIEGO 01  ,NIE
3955,STRZELECKIEGO 02  ,NIE
3956,STRZELECKIEGO 03  ,NIE
3957,STRZELECKIEGO 04  ,NIE
3958,STRZYGŁOWSKA 01  ,NIE
3959,STRZYGŁOWSKA 02  ,NIE
3960,STĘŻYCKA 01  ,NIE
3961,STĘŻYCKA 02  ,NIE
3962,SUCHY LAS 01  ,NIE
3963,SUCHY LAS 02  ,NIE
3964,SŁUŻEWIEC 01  ,NIE
3965,SULEJÓWEK 01  ,NIE
3966,SULEJÓWEK 02  ,NIE
3967,SULEJÓWEK MIŁOSNA 02  ,NIE
3968,SŁUPNO 01  ,NIE
3969,SŁUPNO 02  ,NIE
3970,SUPON 01  ,NIE
3971,SUPON 02  ,NIE
3972,SUWALSKA 01  ,NIE
3973,SUWALSKA 03  ,NIE
3974,SUWALSKA 07  ,NIE
3975,SUZINA 01  ,NIE
3976,SUZINA 02  ,NIE
3977,SWORZNIOWA 01  ,NIE
3978,SWORZNIOWA 02  ,NIE
3979,SYMPATYCZNA 01  ,NIE
3980,SYMPATYCZNA 02  ,NIE
3981,SYMPATYCZNA 03  ,NIE
3982,SYMPATYCZNA 04  ,NIE
3983,SYNÓW PUŁKU 01  ,NIE
3984,SYNÓW PUŁKU 02  ,TAK
3985,SYNÓW PUŁKU 03  ,NIE
3986,SYNÓW PUŁKU 04  ,NIE
3987,SYPNIEWSKA 01  ,NIE
3988,SYPNIEWSKA 02  ,NIE
3989,SYRENY 01  ,NIE
3990,SYTA 01  ,NIE
3991,SYTA 02  ,NIE
3992,SZACHOWA 01  ,NIE
3993,SZACHOWA 02  ,NIE
3994,SZAFARZY 01  ,NIE
3995,SZAFARZY 02  ,NIE
3996,SZAMOCIN 01  ,NIE
3997,SZAMOCIN 02  ,NIE
3998,SZAMOTY 01,NIE
3999,SZANCERA 01  ,NIE
4000,SZANCERA 02  ,NIE
4001,SZARYCH SZEREGÓW 01  ,NIE
4002,SZARYCH SZEREGÓW 02  ,NIE
4003,SZASERÓW 01  ,NIE
4004,SZASERÓW 02  ,NIE
4005,SZASERÓW-SZPITAL 01  ,NIE
4006,SZASERÓW-SZPITAL 02  ,NIE
4007,SZCZAKI 01  ,NIE
4008,SZCZAKI 02  ,NIE
4009,SZCZĘŚLIWICE 01  ,NIE
4010,SZCZĘŚLIWICE 02  ,NIE
4011,SZCZĘŚLIWICE 03  ,NIE
4012,SZCZĘŚLIWICE 04  ,NIE
4013,SZCZĘŚLIWICE 05  ,NIE
4014,SZCZĘŚLIWICE 06  ,NIE
4015,SZCZĘŚLIWICE 07  ,NIE
4016,SZCZĘŚLIWICKA 01  ,NIE
4017,SZCZĘŚLIWICKA 02  ,NIE
4018,SZCZĘŚLIWICKA 03  ,NIE
4019,SZCZĘŚLIWICKA 04  ,NIE
4020,SZELIGOWSKA 01  ,NIE
4021,SZELIGOWSKA 02  ,NIE
4022,SZELIGOWSKA 04  ,NIE
4023,SZEROKA 01  ,NIE
4024,SZEROKA 02  ,NIE
4025,SZKOŁA 02,NIE
4026,SZKOLNA 01,NIE
4027,SZKOLNA 01  ,NIE
4028,SZKOLNA 01  ,NIE
4029,SZKOLNA 01  ,NIE
4030,SZKOLNA 01  ,NIE
4031,SZKOLNA 01  ,NIE
4032,SZKOLNA 01  ,NIE
4033,SZKOLNA 01  ,NIE
4034,SZKOLNA 02,NIE
4035,SZKOLNA 02  ,NIE
4036,SZKOLNA 02  ,NIE
4037,SZKOLNA 02  ,NIE
4038,SZKOLNA 02  ,NIE
4039,SZKOLNA 02  ,NIE
4040,SZKOLNA 02  ,NIE
4041,SZKOLNA 02  ,NIE
4042,SZKOLNA 02  ,NIE
4043,SZKOLNA 03  ,NIE
4044,SZOBERA 01  ,NIE
4045,SZOBERA 02  ,NIE
4046,SZOLC-ROGOZIŃSKIEGO 01  ,NIE
4047,SZOLC-ROGOZIŃSKIEGO 02  ,NIE
4048,SZOSA LUBELSKA 01  ,NIE
4049,SZOSA LUBELSKA 02  ,NIE
4050,SZOSA LUBELSKA 04  ,NIE
4051,SZPITAL BIELAŃSKI 01  ,NIE
4052,SZPITAL BIELAŃSKI 02  ,NIE
4053,SZPITAL BRÓDNOWSKI 01  ,NIE
4054,SZPITAL BRÓDNOWSKI 02  ,NIE
4055,SZPITAL BRÓDNOWSKI 03  ,NIE
4056,SZPITAL BRÓDNOWSKI 04  ,NIE
4057,SZPITAL GROCHOWSKI 01  ,NIE
4058,SZPITAL GROCHOWSKI 02  ,NIE
4059,SZPITAL MSWiA 01  ,NIE
4060,SZPITAL MSWiA 02  ,NIE
4061,SZPITAL MSWiA 03  ,NIE
4062,SZPITAL MSWiA 04  ,NIE
4063,SZPITALNA 01  ,NIE
4064,SZPITALNA 02  ,NIE
4065,SZPITAL ONKOLOGICZNY 01,NIE
4066,SZPITAL ONKOLOGICZNY 02,NIE
4067,SZPITAL POWIATOWY 01  ,NIE
4068,SZPITAL POWIATOWY 02  ,NIE
4069,SZPITAL POWIATOWY 04  ,NIE
4070,SZPITAL WOLSKI 01  ,NIE
4071,SZPITAL WOLSKI 02  ,NIE
4072,SZUBERTA 01  ,NIE
4073,SZUBERTA 02  ,NIE
4074,SZWEDZKA 01  ,NIE
4075,SZWEDZKA 02  ,NIE
4076,SZWEDZKA 03  ,NIE
4077,SZWEDZKA 04  ,NIE
4078,SZWEDZKA 05  ,NIE
4079,SZWEDZKA 07  ,NIE
4080,SZWOLEŻERÓW 01  ,NIE
4081,SZWOLEŻERÓW 02  ,NIE
4082,SZWOLEŻERÓW 04  ,NIE
4083,SZYMANOWSKIEGO 01  ,NIE
4084,SZYMANOWSKIEGO 01  ,NIE
4085,SZYMAŃSKIEGO 01  ,NIE
4086,SZYMAŃSKIEGO 02  ,NIE
4087,SZYSZAKÓW 01  ,NIE
4088,SZYSZAKÓW 02  ,NIE
4089,SZYSZKOWA 01  ,NIE
4090,SZYSZKOWA 02  ,NIE
4091,SZYSZKOWA 04  ,NIE
4092,TABITA 01  ,NIE
4093,TABITA 02  ,NIE
4094,TABOROWA 01  ,NIE
4095,TABOROWA 02  ,NIE
4096,TAGORE'A 01  ,NIE
4097,TAGORE'A 02  ,NIE
4098,TALAROWA 01  ,NIE
4099,TALAROWA 02  ,NIE
4100,TAŚMOWA 01  ,NIE
4101,TAŚMOWA 02  ,NIE
4102,TARCHOMIN 01  ,TAK
4103,TARCHOMIN 02  ,TAK
4104,TARCHOMIN 04  ,TAK
4105,TARCHOMIN 07  ,TAK
4106,TARCHOMIN 08  ,TAK
4107,TARCHOMIN 09  ,TAK
4108,TARCHOMIN 11  ,TAK
4109,TARGÓWEK 02  ,NIE
4110,TARGÓWEK 04  ,NIE
4111,TARGÓWEK 06  ,NIE
4112,TARGÓWEK 07  ,NIE
4113,TARGÓWEK-RATUSZ 01  ,NIE
4114,TARGÓWEK-RATUSZ 02  ,NIE
4115,TARGÓWEK-RATUSZ 04  ,NIE
4116,TARNINY 02  ,NIE
4117,TARNOWIECKA 01  ,NIE
4118,TARNOWIECKA 02  ,NIE
4119,TATARSKA 01  ,NIE
4120,TATARSKA 02  ,NIE
4121,TAWUŁKOWA 01  ,NIE
4122,TAWUŁKOWA 02  ,NIE
4123,TEATR KOMEDIA 01  ,NIE
4124,TEATR KOMEDIA 02  ,NIE
4125,TECHNIKÓW 01  ,NIE
4126,TECHNIKÓW 02  ,NIE
4127,TELEWIZJA 01  ,NIE
4128,TELEWIZJA 02  ,NIE
4129,TELEWIZJA 03  ,NIE
4130,TELEWIZJA 04  ,NIE
4131,TELIGI 01  ,NIE
4132,TELIGI 02  ,NIE
4133,TELIGI 03  ,NIE
4134,TELIGI 04  ,NIE
4135,TEOFILÓW 01  ,NIE
4136,TEOFILÓW 02  ,NIE
4137,TERESPOLSKA 01  ,NIE
4138,TERESPOLSKA 02  ,NIE
4139,TERMINAL CARGO 01  ,NIE
4140,TERMINAL CARGO 02  ,NIE
4141,TERMINAL ETIUDA 02  ,TAK
4142,TERMINAL T1 01  ,NIE
4143,TERMINAL T1 02  ,NIE
4144,TERMINAL T2 01  ,NIE
4145,TERMINAL T2 02  ,NIE
4146,THOMME 01  ,NIE
4147,THOMME 02  ,NIE
4148,TKACZY 01  ,NIE
4149,TKACZY 02  ,NIE
4150,TOLAK 01,NIE
4151,TOLAK 02,NIE
4152,TOMASZEW 01  ,NIE
4153,TOMASZEW 02  ,NIE
4154,TOMASZOWSKA 01  ,NIE
4155,TOMASZOWSKA 02  ,NIE
4156,TOPIEL 01  ,NIE
4157,TOPIEL 02  ,NIE
4158,TOPIEL 03  ,NIE
4159,TOPOGRAFICZNA 01  ,NIE
4160,TOPOGRAFICZNA 02  ,NIE
4161,TOPOLOWA 01  ,NIE
4162,TORFOWA 01  ,NIE
4163,TORFOWA 02  ,NIE
4164,TOR KOLARSKI 01  ,NIE
4165,TOR KOLARSKI 02  ,NIE
4166,TOR STEGNY 01  ,NIE
4167,TOR STEGNY 02  ,NIE
4168,TOR STEGNY 03  ,NIE
4169,TOR STEGNY 04  ,NIE
4170,TOR STEGNY 05  ,NIE
4171,TOR SŁUŻEWIEC 01  ,NIE
4172,TORUŃSKA 01  ,NIE
4173,TORUŃSKA 02  ,NIE
4174,TORUŃSKA 03  ,NIE
4175,TORUŃSKA 04  ,NIE
4176,TORWAR 01  ,NIE
4177,TORWAR 02  ,NIE
4178,TORWAR 03  ,NIE
4179,TORWAR 04  ,NIE
4180,TORWAR 05  ,NIE
4181,TORWAR 06  ,NIE
4182,TORWAR 07  ,NIE
4183,TOŁSTOJA 01  ,NIE
4184,TOŁSTOJA 02  ,NIE
4185,TRAKT KRÓLEWSKI 01  ,NIE
4186,TRAKT LUBELSKI 01  ,NIE
4187,TRAKT LUBELSKI 02  ,NIE
4188,TRAKT LUBELSKI 03  ,NIE
4189,TRAKT LUBELSKI-LAS 01  ,NIE
4190,TRAKT LUBELSKI-LAS 02  ,NIE
4191,TRASA ŁAZIENKOWSKA 01  ,NIE
4192,TRAUGUTTA 01  ,NIE
4193,TRAUGUTTA 02  ,NIE
4194,TRAUGUTTA 02  ,NIE
4195,TRAUGUTTA 03  ,NIE
4196,TRAWIASTA 01  ,NIE
4197,TRAWIASTA 02  ,NIE
4198,TRENÓW 01  ,NIE
4199,TRENÓW 02  ,NIE
4200,TRENÓW-LAS 01  ,NIE
4201,TRENÓW-LAS 02  ,NIE
4202,TROCKA 01  ,NIE
4203,TROCKA 02  ,NIE
4204,TROCKA 03  ,NIE
4205,TROMBITY 01  ,NIE
4206,TROMBITY 02  ,NIE
4207,TRUSKAWIECKA 01  ,NIE
4208,TRUSKAWIECKA 02  ,NIE
4209,TRZYKROTKI 01  ,NIE
4210,TRZYKROTKI 02  ,NIE
4211,TŁUCHOWSKA 01  ,TAK
4212,TŁUCHOWSKA 02  ,TAK
4213,TUŁOWICKA 01  ,NIE
4214,TUŁOWICKA 02  ,NIE
4215,TURMONCKA 01  ,NIE
4216,TURMONCKA 02  ,NIE
4217,TURÓW 01  ,NIE
4218,TURÓW 02  ,NIE
4219,TUŻYCKA 01  ,NIE
4220,TUŻYCKA 02  ,NIE
4221,TUZINOWA 01  ,NIE
4222,TUZINOWA 02  ,NIE
4223,TWARDOWSKA 03  ,NIE
4224,TYLŻYCKA 01  ,NIE
4225,TYLŻYCKA 02  ,NIE
4226,TYMOTKI 01  ,NIE
4227,TYMOTKI 02  ,NIE
4228,TYSIĄCLECIA 01  ,NIE
4229,TYTUŁOWA 01  ,NIE
4230,TYTUŁOWA 02  ,NIE
4231,ŁUBINOWA 01  ,NIE
4232,ŁUBINOWA 02  ,NIE
4233,ŻUBROWA-UKSW 01  ,NIE
4234,ŻUBROWA-UKSW 02  ,NIE
4235,ŁUCZNICZA 01  ,NIE
4236,ŁUCZNICZA 02  ,NIE
4237,ŁUGI 01  ,NIE
4238,ŁUGI 02  ,NIE
4239,ŁUKOWSKA 01  ,NIE
4240,ŁUKOWSKA 02  ,NIE
4241,ŁUKOWSKA 03  ,NIE
4242,ŁUKOWSKA 04  ,NIE
4243,UKSW 01  ,NIE
4244,UKSW 02  ,NIE
4245,UMIASTOWSKA 01  ,NIE
4246,UMIASTOWSKA 02  ,NIE
4247,UMIŃSKIEGO 01  ,NIE
4248,UMIŃSKIEGO 02  ,NIE
4249,UMIŃSKIEGO 03  ,NIE
4250,UMIŃSKIEGO 04  ,NIE
4251,UNIWERSYTET 01  ,NIE
4252,UNIWERSYTET 02  ,NIE
4253,UNIWERSYTET MEDYCZNY 01  ,NIE
4254,UNIWERSYTET MEDYCZNY 02  ,NIE
4255,ŻUPNICZA 01  ,NIE
4256,ŻUPNICZA 02  ,NIE
4257,URBANISTÓW 01  ,NIE
4258,URBANISTÓW 01  ,NIE
4259,URBANISTÓW 02  ,NIE
4260,UROCZA 01  ,NIE
4261,UROCZA 02  ,NIE
4262,ŻUROMIŃSKA 01  ,NIE
4263,ŻUROMIŃSKA 02  ,NIE
4264,URSUS-NIED®WIADEK 01  ,NIE
4265,URSUS-NIED®WIADEK 02  ,NIE
4266,URSUS-NIED®WIADEK 04  ,NIE
4267,URSUS-NIED®WIADEK 06  ,NIE
4268,URSUS-NIED®WIADEK 07  ,NIE
4269,URSUS-NIED®WIADEK 08  ,NIE
4270,URSUS-NIED®WIADEK 09  ,NIE
4271,URSUS-RATUSZ 01  ,NIE
4272,URSUS-RATUSZ 02  ,NIE
4273,URSUS-RATUSZ 03  ,NIE
4274,URSYNOWSKA 01  ,NIE
4275,URSYNOWSKA 02  ,NIE
4276,URSYNOWSKA 05  ,NIE
4277,URSYNOWSKA 06  ,NIE
4278,URSYNÓW PŁD. 01  ,NIE
4279,URSYNÓW PŁD. 02  ,NIE
4280,URSYNÓW PŁD. 03  ,NIE
4281,URSYNÓW PŁD. 04  ,NIE
4282,URSYNÓW PŁD. 05  ,NIE
4283,URSYNÓW PŁN. 01  ,NIE
4284,URSYNÓW PŁN. 02  ,NIE
4285,URSYNÓW PŁN. 03  ,NIE
4286,URSYNÓW PŁN. 04  ,NIE
4287,URSYNÓW PŁN. 05  ,NIE
4288,URSYNÓW PŁN. 06  ,NIE
4289,URSYNÓW PŁN. 07  ,NIE
4290,URSYNÓW PŁN. 08  ,NIE
4291,URSYNÓW ZACH. 01  ,NIE
4292,URSYNÓW ZACH. 02  ,NIE
4293,URSYNÓW ZACH. 03  ,NIE
4294,URSYNÓW ZACH. 04  ,NIE
4295,URZĄD GMINY 01,NIE
4296,URZĄD GMINY 01  ,NIE
4297,URZĄD GMINY 01  ,NIE
4298,URZĄD GMINY 01  ,NIE
4299,URZĄD GMINY 01  ,NIE
4300,URZĄD GMINY 02,NIE
4301,URZĄD GMINY 02  ,NIE
4302,URZĄD GMINY 02  ,NIE
4303,URZĄD GMINY 02  ,NIE
4304,URZĄD GMINY 02  ,NIE
4305,URZĄD GMINY 03,NIE
4306,URZĄD MIASTA 01  ,NIE
4307,URZĄD MIASTA 01  ,NIE
4308,URZĄD MIASTA 02  ,NIE
4309,URZĄD SKARBOWY 01  ,NIE
4310,URZĄD STATYSTYCZNY 01  ,NIE
4311,URZĄD STATYSTYCZNY 02  ,NIE
4312,URZUT 01  ,NIE
4313,UTRATA 01  ,NIE
4314,UTRATA 02  ,NIE
4315,UTRATA-SKŁAD 01  ,NIE
4316,VIVALDIEGO 01  ,NIE
4317,VOGLA 01  ,NIE
4318,VOGLA 02  ,NIE
4319,VOGLA 03  ,NIE
4320,VOGLA 05  ,NIE
4321,ŚW.A.BOBOLI 01  ,NIE
4322,WAŁBRZYSKA-CMENTARZ 01  ,NIE
4323,WŁADYSŁAWA HERMANA 01  ,NIE
4324,WŁADYSŁAWA HERMANA 02  ,NIE
4325,WŁADYSŁAWÓW 01  ,NIE
4326,WŁADYSŁAWÓW 02  ,NIE
4327,WŁADYSŁAWÓW 03,NIE
4328,WAFLOWA 01  ,NIE
4329,WAFLOWA 02  ,NIE
4330,WAFLOWA 03  ,NIE
4331,WAŁ GOCŁAWSKI 01  ,NIE
4332,WAŁ GOCŁAWSKI 02  ,NIE
4333,WAGONOWNIA 01  ,NIE
4334,WAGONOWNIA 02  ,NIE
4335,WALECZNYCH 01  ,NIE
4336,WALECZNYCH 02  ,NIE
4337,WALEWSKA 01  ,NIE
4338,WALEWSKA 02  ,NIE
4339,WAŁ MIEDZESZYŃSKI 01  ,NIE
4340,WAŁ MIEDZESZYŃSKI 02  ,NIE
4341,WANILIOWA 01,NIE
4342,WANILIOWA 02,NIE
4343,WAŁOWICKA 01  ,NIE
4344,WAŁOWICKA 02  ,NIE
4345,WAŁOWICKA 03  ,NIE
4346,WAŁOWICKA 04  ,NIE
4347,WAPOWSKIEGO 02  ,NIE
4348,WARCHAŁOWSKIEGO 01  ,NIE
4349,WARCHAŁOWSKIEGO 02  ,NIE
4350,WARNEŃSKA 01  ,NIE
4351,WARNEŃSKA 02  ,NIE
4352,WARSZAWA AL.JEROZOLIMSKIE 01  ,NIE
4353,WARSZAWA AL.JEROZOLIMSKIE 02  ,NIE
4354,WARSZAWA ANIN 01  ,NIE
4355,WARSZAWA ANIN 02  ,NIE
4356,WARSZAWA CHOSZCZÓWKA 01  ,NIE
4357,WARSZAWA CHOSZCZÓWKA 02  ,NIE
4358,WARSZAWA ŻERAŃ 01  ,NIE
4359,WARSZAWA ŻERAŃ 02  ,NIE
4360,WARSZAWA FALENICA 01  ,NIE
4361,WARSZAWA FALENICA 02  ,NIE
4362,WARSZAWA GDAŃSKA 01  ,NIE
4363,WARSZAWA GOCŁAWEK 01  ,NIE
4364,WARSZAWA GOCŁAWEK 02  ,NIE
4365,WARSZAWA MIĘDZYLESIE 01  ,NIE
4366,WARSZAWA MIĘDZYLESIE 02  ,NIE
4367,WARSZAWA MIEDZESZYN 01  ,NIE
4368,WARSZAWA MIEDZESZYN 02  ,NIE
4369,WARSZAWA OCHOTA 01  ,NIE
4370,WARSZAWA OCHOTA 02  ,NIE
4371,WARSZAWA OCHOTA WKD 01  ,NIE
4372,WARSZAWA OCHOTA WKD 02  ,NIE
4373,WARSZAWA OLSZYNKA GROCHOWSKA 01  ,NIE
4374,WARSZAWA OLSZYNKA GROCHOWSKA 02  ,NIE
4375,WARSZAWA POWIŚLE 01  ,NIE
4376,WARSZAWA POWIŚLE 02  ,NIE
4377,WARSZAWA PRAGA 01  ,NIE
4378,WARSZAWA PRAGA 02  ,NIE
4379,WARSZAWA PŁUDY 01  ,NIE
4380,WARSZAWA PŁUDY 02  ,NIE
4381,WARSZAWA RADOŚĆ 01  ,NIE
4382,WARSZAWA RADOŚĆ 02  ,NIE
4383,WARSZAWA RAKÓW 01  ,NIE
4384,WARSZAWA RAKÓW 02  ,NIE
4385,WARSZAWA ŚRÓDMIEŚCIE 01  ,NIE
4386,WARSZAWA ŚRÓDMIEŚCIE 02  ,NIE
4387,WARSZAWA ŚRÓDMIEŚCIE WKD 01  ,NIE
4388,WARSZAWA REDUTA ORDONA 01  ,NIE
4389,WARSZAWA REDUTA ORDONA 02  ,NIE
4390,WARSZAWA REMBERTÓW 01  ,NIE
4391,WARSZAWA REMBERTÓW 02  ,NIE
4392,WARSZAWA SALOMEA 01  ,NIE
4393,WARSZAWA SALOMEA 02  ,NIE
4394,WARSZAWA STADION 01  ,NIE
4395,WARSZAWA STADION 02  ,NIE
4396,WARSZAWA TORUŃSKA 01  ,NIE
4397,WARSZAWA TORUŃSKA 02  ,NIE
4398,WARSZAWA URSUS 01  ,NIE
4399,WARSZAWA URSUS 02  ,NIE
4400,WARSZAWA WAWER 01  ,NIE
4401,WARSZAWA WAWER 02  ,NIE
4402,WARSZAWA WESOŁA 01  ,NIE
4403,WARSZAWA WESOŁA 02  ,NIE
4404,WARSZAWA WŁOCHY 01  ,NIE
4405,WARSZAWA WŁOCHY 02  ,NIE
4406,WARSZAWA WOLA GRZYBOWSKA 01  ,NIE
4407,WARSZAWA WOLA GRZYBOWSKA 02  ,NIE
4408,WARSZAWA WSCHODNIA 01  ,NIE
4409,WARSZAWA WSCHODNIA 02  ,NIE
4410,WARSZAWA WSCHODNIA 05  ,NIE
4411,WARSZAWA ZACHODNIA 01  ,NIE
4412,WARSZAWA ZACHODNIA 02  ,NIE
4413,WARSZAWA ZACHODNIA WKD 01  ,NIE
4414,WARSZAWA ZACHODNIA WKD 02  ,NIE
4415,WARSZAWA ZOO 01  ,NIE
4416,WARSZAWA ZOO 02  ,NIE
4417,WARSZAWSKA 01,NIE
4418,WARSZAWSKA 01,NIE
4419,WARSZAWSKA 01  ,NIE
4420,WARSZAWSKA 01  ,NIE
4421,WARSZAWSKA 01  ,NIE
4422,WARSZAWSKA 01  ,NIE
4423,WARSZAWSKA 01  ,NIE
4424,WARSZAWSKA 02,NIE
4425,WARSZAWSKA 02,NIE
4426,WARSZAWSKA 02  ,NIE
4427,WARSZAWSKA 02  ,NIE
4428,WARSZAWSKA 02  ,NIE
4429,WARSZAWSKA 02  ,NIE
4430,WARSZAWSKA 02  ,NIE
4431,WARSZAWSKA 02  ,NIE
4432,WARTKA 01  ,TAK
4433,WARTKA 02  ,TAK
4434,WARYŃSKIEGO 01  ,NIE
4435,WARYŃSKIEGO 02  ,NIE
4436,WARZELNICZA 01  ,NIE
4437,WARZELNICZA 02  ,NIE
4438,WASILKOWSKA 01  ,NIE
4439,WASILKOWSKA 02  ,NIE
4440,WAT 01  ,NIE
4441,WAT 02  ,NIE
4442,WAŁUSZEWSKA 01  ,NIE
4443,WAŁUSZEWSKA 02  ,NIE
4444,WAWELSKA 01  ,NIE
4445,WAWELSKA 03  ,NIE
4446,WAWELSKA 04  ,NIE
4447,WAWELSKA 05  ,NIE
4448,WAWELSKA 06  ,NIE
4449,WAWERSKA 01  ,NIE
4450,WAWERSKA 02  ,NIE
4451,WAWRZYSZEWSKA 01  ,NIE
4452,WAWRZYSZEWSKA 02  ,NIE
4453,WAWRZYSZEWSKA 03  ,NIE
4454,WAWRZYSZEWSKA 04  ,NIE
4455,ŚW.BONIFACEGO 01  ,NIE
4456,ŚW.BONIFACEGO 02  ,NIE
4457,ŚW.BONIFACEGO 03  ,NIE
4458,ŚW.BONIFACEGO 04  ,NIE
4459,WCZASOWA 01  ,NIE
4460,WCZASOWA 01  ,NIE
4461,WCZASOWA 02  ,NIE
4462,WCZASOWA 02  ,NIE
4463,WĘDKARSKA 01  ,NIE
4464,WĘDKARSKA 02  ,NIE
4465,WDW RYNIA 01  ,NIE
4466,WDW RYNIA 02  ,NIE
4467,WENECKA 02  ,NIE
4468,WERSALSKA 01  ,NIE
4469,WERSALSKA 02  ,NIE
4470,WESOŁA-RATUSZ 01  ,NIE
4471,WESOŁA-RATUSZ 02  ,NIE
4472,WESOŁA-RATUSZ 03  ,NIE
4473,ŚW.HIERONIMA 01  ,NIE
4474,ŚW.HIERONIMA 02  ,NIE
4475,WIATRACZNA 01  ,NIE
4476,WIATRACZNA 03  ,NIE
4477,WIATRACZNA 04  ,NIE
4478,WIATRACZNA 05  ,NIE
4479,WIATRACZNA 06  ,NIE
4480,WIATRACZNA 07  ,NIE
4481,WIATRACZNA 08  ,NIE
4482,WIATRACZNA 09  ,NIE
4483,WIATRACZNA 10  ,NIE
4484,WIATRACZNA 12  ,NIE
4485,WIATRACZNA 13  ,NIE
4486,WIATRACZNA 14  ,NIE
4487,WIATRACZNA 15  ,NIE
4488,WIATRACZNA 16  ,NIE
4489,WIATRACZNA 17  ,NIE
4490,WIATRACZNA 22  ,NIE
4491,WICHROWA 02,NIE
4492,WIDAWSKA 01  ,NIE
4493,WIDAWSKA 02  ,NIE
4494,ŚWIDER 01  ,NIE
4495,ŚWIDER 01  ,NIE
4496,ŚWIDER 02  ,NIE
4497,ŚWIDER 02  ,NIE
4498,ŚWIDER-KOŚCIÓŁ 01  ,NIE
4499,WIDOKOWA 01  ,NIE
4500,WIDOKOWA 02  ,NIE
4501,ŚWIDRY MAŁE 01  ,NIE
4502,ŚWIDRY MAŁE 02  ,NIE
4503,ŚWIDRY WIELKIE 01  ,NIE
4504,ŚWIDRY WIELKIE 02,NIE
4505,ŚWIECKA 01  ,NIE
4506,WIEJSKA 01  ,NIE
4507,WIEJSKA 01  ,NIE
4508,WIEJSKA 01  ,NIE
4509,WIEJSKA 02  ,NIE
4510,WIEJSKA 02  ,NIE
4511,WIEKOWEJ SOSNY 02,NIE
4512,WIELICKA 01  ,NIE
4513,WIELICKA 02  ,NIE
4514,WIELISZEW 01  ,NIE
4515,WIELISZEW-PLAŻA 01,NIE
4516,WIELKIEGO DĘBU 01  ,NIE
4517,WIELKIEGO DĘBU 02  ,NIE
4518,WIELOWIEJSKA 01  ,NIE
4519,WIELOWIEJSKA 02  ,NIE
